Subsidiaries,Channel,Product Type,Version,Sales Staff,Order Date,Quantity,Cash Discount,Volume Discount,Freight,Returns and Allowances
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 1,"Savolainen, Tuomas",7-Sep,3777,2076.76,1353.91,6457,2807.39
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 1,"Shapiro, Ellen",7-Apr,9852,5416.95,3531.4,16842.03,7322.62
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 1,"Shapiro, Ellen",7-Aug,6642,3651.69,2380.63,11353.62,4936.36
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 1,"Shapiro, Ellen",7-Jun,7398,4066.99,2651.36,12645.02,5497.83
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 1,"Shapiro, Ellen",7-Mar,6516,3582.43,2335.48,11138.39,4842.78
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Engelbrektsson, Irene",7-Apr,5949,3369.04,2196.34,10474.89,4554.3
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Engelbrektsson, Irene",7-Aug,2361,1336.9,871.54,4156.68,1807.25
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Engelbrektsson, Irene",7-Dec,7665,4340.52,2829.68,13495.44,5867.58
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Engelbrektsson, Irene",7-Jul,9631,5454.65,3555.95,16959.34,7373.63
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Engelbrektsson, Irene",7-Jun,3761,2130.15,1388.72,6623.05,2879.59
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Engelbrektsson, Irene",7-Mar,6594,3734.45,2434.55,11611.03,5048.27
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Engelbrektsson, Irene",7-May,2172,1229.94,801.84,3824.14,1662.67
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Engelbrektsson, Irene",7-Nov,4312,2442.09,1592.03,7592.87,3301.25
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Engelbrektsson, Irene",7-Oct,11300,6399.4,4171.93,19896.77,8650.77
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Engelbrektsson, Irene",7-Sep,1700,962.54,627.55,2992.84,1301.23
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Gradin, Bengt",7-Feb,3667,2076.67,1353.82,6456.74,2807.28
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Gradin, Bengt",7-Jun,7303,4135.55,2696.07,12858.07,5590.47
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Gradin, Bengt",7-May,2251,1274.57,830.86,3962.75,1722.93
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Gradin, Bengt",7-Oct,15770,8930.65,5822.08,27766.77,12072.51
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Haverkamp, Jan",7-Jul,1370,775.45,505.51,2410.88,1048.21
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Haverkamp, Jan",7-Sep,8782,4973.34,3242.26,15462.96,6723.03
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Jansen-Velasquez, Belinda",7-Oct,18178,10294.38,6711.07,32006.65,13915.93
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Laponder, Maria",7-Apr,12275,6951.99,4532.17,21614.86,9397.77
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Laponder, Maria",7-Aug,3242,1836.01,1196.98,5708.55,2481.98
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Laponder, Maria",7-Jul,1117,632.81,412.58,1967.52,855.44
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Laponder, Maria",7-Jun,12591,7130.32,4648.34,22169.12,9638.75
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Laponder, Maria",7-Mar,3935,2228.26,1452.63,6927.8,3012.09
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Laponder, Maria",7-May,2975,1684.52,1098.17,5237.4,2277.13
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Laponder, Maria",7-Oct,24173,13690.16,8924.86,42564.65,18506.37
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Lindholm, Helena",7-Aug,3479,1969.71,1284.12,6124.2,2662.7
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Lindholm, Helena",7-Jul,630,356.47,232.42,1108.43,481.93
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Lindholm, Helena",7-Jun,2723,1541.97,1005.24,4794.05,2084.37
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Lindholm, Helena",7-Mar,2549,1443.86,941.33,4489.22,1951.83
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Lindholm, Helena",7-May,3667,2076.67,1353.82,6456.74,2807.28
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Lindholm, Helena",7-Oct,9521,5392.32,3515.36,16765.41,7289.31
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Lindholm, Helena",7-Sep,2849,1613.24,1051.71,5015.77,2180.77
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Nilsson, Anders",7-Apr,4675,2647.15,1725.72,8230.24,3578.37
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Nilsson, Anders",7-Aug,2612,1479.54,964.56,4600.12,2000.05
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Nilsson, Anders",7-Dec,14306,8101.8,5281.68,25189.58,10951.99
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Nilsson, Anders",7-Feb,5430,3074.9,2004.61,9560.39,4156.69
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Nilsson, Anders",7-Jan,11945,6764.81,4410.14,21032.9,9144.74
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Nilsson, Anders",7-Jul,3730,2112.36,1377.06,6567.55,2855.46
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Nilsson, Anders",7-Jun,4816,2727.37,1777.98,8479.67,3686.81
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Nilsson, Anders",7-Mar,17187,9732.84,6345.04,30260.76,13156.85
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Nilsson, Anders",7-May,5114,2896.66,1888.35,9006.22,3915.75
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Nilsson, Anders",7-Sep,18319,10374.6,6763.32,32255.98,14024.34
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Savolainen, Tuomas",7-Apr,3761,2130.15,1388.72,6623.05,2879.59
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Savolainen, Tuomas",7-Aug,2975,1684.52,1098.17,5237.4,2277.13
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Savolainen, Tuomas",7-Jul,2330,1319.1,859.97,4101.27,1783.16
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Savolainen, Tuomas",7-Jun,5728,3244.28,2114.99,10086.95,4385.63
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Savolainen, Tuomas",7-May,1905,1078.45,703.04,3353.08,1457.86
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Savolainen, Tuomas",7-Oct,10970,6212.22,4049.89,19314.8,8397.74
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Savolainen, Tuomas",7-Sep,3919,2219.31,1446.84,6900.09,3000.04
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Shapiro, Ellen",7-Apr,10231,5793.33,3776.8,18012.36,7831.46
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Shapiro, Ellen",7-Aug,6910,3912.78,2550.8,12165.29,5289.26
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Shapiro, Ellen",7-Jun,7680,4349.47,2835.47,13523.14,5879.63
GO Northern Europe,Outdoors Shop,Lanterns,Budget version 2,"Shapiro, Ellen",7-Mar,6768,3832.56,2498.46,11915.86,5180.81
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Engelbrektsson, Irene",7-Apr,756,1900.8,1239.15,5909.84,2569.5
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Engelbrektsson, Irene",7-Dec,409,1029.61,671.21,3201.15,1391.8
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Engelbrektsson, Irene",7-Jul,1102,2772,1807.08,8618.54,3747.19
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Engelbrektsson, Irene",7-Jun,377,950.36,619.57,2954.97,1284.77
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Engelbrektsson, Irene",7-Mar,881,2217.56,1445.7,6894.83,2997.75
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Engelbrektsson, Irene",7-Oct,1858,4672.8,3046.23,14528.38,6316.69
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Gradin, Bengt",7-Feb,284,712.77,464.66,2216.16,963.55
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Gradin, Bengt",7-Jun,158,396.01,258.19,1231.26,535.33
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Gradin, Bengt",7-May,693,1742.38,1135.87,5417.39,2355.39
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Gradin, Bengt",7-Oct,881,2217.56,1445.7,6894.83,2997.75
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Jansen-Velasquez, Belinda",7-Oct,1731,4355.95,2839.77,13543.39,5888.43
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Laponder, Maria",7-Apr,2140,5385.57,3510.98,16744.54,7280.23
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Laponder, Maria",7-Jul,1007,2534.41,1652.26,7879.82,3426.01
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Laponder, Maria",7-Jun,1165,2930.42,1910.36,9110.99,3961.3
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Laponder, Maria",7-Mar,1637,4118.37,2684.85,12804.67,5567.25
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Laponder, Maria",7-May,1574,3960.03,2581.57,12312.14,5353.1
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Laponder, Maria",7-Oct,1102,2772,1807.08,8618.54,3747.19
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Lindholm, Helena",7-Aug,944,2375.98,1548.98,7387.28,3211.86
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Lindholm, Helena",7-Jul,284,712.77,464.66,2216.16,963.55
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Lindholm, Helena",7-Jun,284,712.77,464.66,2216.16,963.55
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Lindholm, Helena",7-May,377,950.36,619.57,2954.97,1284.77
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Lindholm, Helena",7-Oct,1258,3168.01,2065.28,9849.71,4282.48
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Lindholm, Helena",7-Sep,881,2217.56,1445.7,6894.83,2997.75
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Nilsson, Anders",7-Apr,786,1979.97,1290.79,6156.11,2676.57
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Nilsson, Anders",7-Aug,819,2059.23,1342.42,6402.29,2783.6
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Nilsson, Anders",7-Dec,567,1425.63,929.4,4432.4,1927.13
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Nilsson, Anders",7-Feb,346,871.19,567.94,2708.7,1177.7
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Nilsson, Anders",7-Jan,661,1663.21,1084.23,5171.12,2248.31
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Nilsson, Anders",7-Jun,251,633.6,413.02,1969.98,856.51
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Nilsson, Anders",7-Mar,630,1583.96,1032.59,4924.85,2141.24
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Nilsson, Anders",7-Sep,2172,5464.82,3562.62,16990.81,7387.31
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Savolainen, Tuomas",7-Apr,1007,2534.41,1652.26,7879.82,3426.01
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Savolainen, Tuomas",7-Jun,944,2375.98,1548.98,7387.28,3211.86
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Savolainen, Tuomas",7-May,630,1583.96,1032.59,4924.85,2141.24
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Savolainen, Tuomas",7-Oct,2707,6811.19,4440.29,21176.94,9207.37
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Savolainen, Tuomas",7-Sep,440,1108.78,722.85,3447.42,1498.88
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Shapiro, Ellen",7-Apr,756,1900.8,1239.15,5909.84,2569.5
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Shapiro, Ellen",7-Aug,535,1346.37,877.77,4186.14,1820.06
GO Northern Europe,Outdoors Shop,Navigation,Budget version 1,"Shapiro, Ellen",7-Mar,598,1504.79,981.04,4678.59,2034.17
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Engelbrektsson, Irene",7-Apr,786,2039.41,1329.54,6340.75,2756.85
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Engelbrektsson, Irene",7-Dec,425,1101.24,717.94,3424.01,1488.7
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Engelbrektsson, Irene",7-Jul,1149,2977.5,1941.13,9257.49,4025
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Engelbrektsson, Irene",7-Jun,393,1019.71,664.72,3170.37,1378.42
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Engelbrektsson, Irene",7-Mar,912,2365.73,1542.23,7355.28,3197.95
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Engelbrektsson, Irene",7-Oct,1935,5016.91,3270.58,15598.32,6781.88
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Gradin, Bengt",7-Feb,300,774.93,505.25,2409.47,1047.6
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Gradin, Bengt",7-Jun,158,407.85,265.91,1268.17,551.38
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Gradin, Bengt",7-May,723,1876.26,1223.19,5833.48,2536.3
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Gradin, Bengt",7-Oct,928,2406.49,1568.79,7482.14,3253.1
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Jansen-Velasquez, Belinda",7-Oct,1810,4690.6,3057.89,14583.79,6340.78
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Laponder, Maria",7-Apr,2235,5791.84,3775.83,18007.8,7829.48
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Laponder, Maria",7-Jul,1039,2692.04,1754.92,8369.82,3639.05
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Laponder, Maria",7-Jun,1212,3140.65,2047.48,9764.76,4245.55
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Laponder, Maria",7-Mar,1716,4445.91,2898.33,13822.89,6009.95
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Laponder, Maria",7-May,1637,4241.98,2765.42,13188.76,5734.24
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Laponder, Maria",7-Oct,1149,2977.5,1941.13,9257.49,4025
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Lindholm, Helena",7-Aug,977,2528.88,1648.57,7862.55,3418.5
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Lindholm, Helena",7-Jul,300,774.93,505.25,2409.47,1047.6
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Lindholm, Helena",7-Jun,300,774.93,505.25,2409.47,1047.6
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Lindholm, Helena",7-May,393,1019.71,664.72,3170.37,1378.42
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Lindholm, Helena",7-Oct,1321,3426.2,2233.6,10652.52,4631.53
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Lindholm, Helena",7-Sep,912,2365.73,1542.23,7355.28,3197.95
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Nilsson, Anders",7-Apr,819,2120.95,1382.67,6594.38,2867.12
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Nilsson, Anders",7-Aug,865,2243.34,1462.45,6974.88,3032.56
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Nilsson, Anders",7-Dec,598,1549.94,1010.41,4818.95,2095.2
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Nilsson, Anders",7-Feb,363,938.08,611.6,2916.74,1268.15
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Nilsson, Anders",7-Jan,693,1794.63,1169.98,5579.85,2426.02
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Nilsson, Anders",7-Jun,267,693.39,452.03,2155.84,937.32
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Nilsson, Anders",7-Mar,644,1672.33,1090.19,5199.44,2260.63
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Nilsson, Anders",7-Sep,2265,5873.46,3829.05,18261.43,7939.75
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Savolainen, Tuomas",7-Apr,1039,2692.04,1754.92,8369.82,3639.05
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Savolainen, Tuomas",7-Jun,991,2569.65,1675.23,7989.41,3473.66
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Savolainen, Tuomas",7-May,661,1713.1,1116.76,5326.21,2315.74
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Savolainen, Tuomas",7-Oct,2802,7260.25,4733.12,22573.11,9814.4
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Savolainen, Tuomas",7-Sep,456,1182.86,771.16,3677.64,1598.97
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Shapiro, Ellen",7-Apr,786,2039.41,1329.54,6340.75,2756.85
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Shapiro, Ellen",7-Aug,567,1468.32,957.28,4565.31,1984.92
GO Northern Europe,Outdoors Shop,Navigation,Budget version 2,"Shapiro, Ellen",7-Mar,630,1631.48,1063.63,5072.58,2205.47
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Engelbrektsson, Irene",7-Apr,1605,5316.31,3465.74,16529.13,7186.58
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Engelbrektsson, Irene",7-Aug,2077,6879.93,4485.09,21390.6,9300.26
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Engelbrektsson, Irene",7-Dec,723,2397.55,1563.01,7454.26,3240.98
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Engelbrektsson, Irene",7-Jul,2707,8964.75,5844.26,27872.59,12118.52
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Engelbrektsson, Irene",7-Jun,1763,5837.51,3805.55,18149.56,7891.11
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Engelbrektsson, Irene",7-Mar,849,2814.52,1834.79,8750.66,3804.63
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Engelbrektsson, Irene",7-May,1102,3648.45,2378.44,11343.45,4931.93
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Engelbrektsson, Irene",7-Nov,723,2397.55,1563.01,7454.26,3240.98
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Engelbrektsson, Irene",7-Oct,2140,7088.41,4621.07,22038.75,9582.07
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Gradin, Bengt",7-Feb,786,2606.03,1698.9,8102.51,3522.83
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Gradin, Bengt",7-Jun,1984,6567.2,4281.26,20418.32,8877.53
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Gradin, Bengt",7-May,1007,3335.72,2174.6,10371.18,4509.21
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Gradin, Bengt",7-Oct,2172,7192.65,4689.02,22362.88,9722.99
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Haverkamp, Jan",7-Jul,567,1876.34,1223.19,5833.83,2536.45
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Haverkamp, Jan",7-Sep,1700,5629.03,3669.66,17501.41,7609.31
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Jansen-Velasquez, Belinda",7-Oct,1196,3961.17,2582.36,12315.82,5354.7
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Laponder, Maria",7-Apr,881,2918.76,1902.82,9074.78,3945.56
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Laponder, Maria",7-Aug,1102,3648.45,2378.44,11343.45,4931.93
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Laponder, Maria",7-Jun,1668,5524.79,3601.72,17177.29,7468.39
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Laponder, Maria",7-Mar,598,1980.59,1291.14,6157.87,2677.33
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Laponder, Maria",7-Oct,5163,17095.49,11144.88,53152.38,23109.73
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Lindholm, Helena",7-Aug,314,1042.41,679.54,3241.04,1409.15
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Lindholm, Helena",7-Jul,1133,3752.69,2446.47,11667.58,5072.86
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Lindholm, Helena",7-Jun,1228,4065.41,2650.31,12639.94,5495.63
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Lindholm, Helena",7-Mar,1605,5316.31,3465.74,16529.13,7186.58
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Lindholm, Helena",7-May,314,1042.41,679.54,3241.04,1409.15
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Lindholm, Helena",7-Oct,1512,5003.58,3261.9,15556.77,6763.81
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Nilsson, Anders",7-Apr,1731,5733.27,3737.61,17825.53,7750.23
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Nilsson, Anders",7-Aug,2265,7505.38,4892.85,23335.15,10145.72
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Nilsson, Anders",7-Dec,2330,7713.86,5028.75,23983.39,10427.56
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Nilsson, Anders",7-Feb,1763,5837.51,3805.55,18149.56,7891.11
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Nilsson, Anders",7-Jan,2802,9277.48,6048.1,28844.86,12541.24
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Nilsson, Anders",7-Jul,1449,4795.1,3126.01,14908.61,6482
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Nilsson, Anders",7-Jun,1228,4065.41,2650.31,12639.94,5495.63
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Nilsson, Anders",7-Mar,567,1876.34,1223.19,5833.83,2536.45
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Nilsson, Anders",7-May,504,1667.86,1087.3,5185.59,2254.6
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Nilsson, Anders",7-Sep,3619,11987.66,7815.03,37271.49,16205
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Savolainen, Tuomas",7-Apr,2140,7088.41,4621.07,22038.75,9582.07
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Savolainen, Tuomas",7-Aug,377,1250.9,815.52,3889.19,1690.95
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Savolainen, Tuomas",7-Jul,1416,4690.86,3058.07,14584.49,6341.08
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Savolainen, Tuomas",7-Jun,314,1042.41,679.54,3241.04,1409.15
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Savolainen, Tuomas",7-May,849,2814.52,1834.79,8750.66,3804.63
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Savolainen, Tuomas",7-Oct,3935,13030.08,8494.57,40512.53,17614.14
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Savolainen, Tuomas",7-Sep,1133,3752.69,2446.47,11667.58,5072.86
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Shapiro, Ellen",7-Apr,472,1563.62,1019.36,4861.47,2113.68
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Shapiro, Ellen",7-Aug,912,3023,1970.77,9398.9,4086.48
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Shapiro, Ellen",7-Jun,2644,8756.27,5708.37,27224.43,11836.71
GO Northern Europe,Outdoors Shop,Packs,Budget version 1,"Shapiro, Ellen",7-Mar,1700,5629.03,3669.66,17501.41,7609.31
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Engelbrektsson, Irene",7-Apr,1668,5690.49,3709.73,17692.62,7692.44
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Engelbrektsson, Irene",7-Aug,2172,7408.41,4829.64,23033.83,10014.71
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Engelbrektsson, Irene",7-Dec,756,2576.84,1679.87,8011.77,3483.38
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Engelbrektsson, Irene",7-Jul,2817,9609.4,6264.56,29877.19,12990.08
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Engelbrektsson, Irene",7-Jun,1842,6281.04,4094.69,19528.63,8490.71
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Engelbrektsson, Irene",7-Mar,881,3006.34,1959.89,9347,4063.91
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Engelbrektsson, Irene",7-May,1149,3918.91,2554.83,12184.57,5297.64
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Engelbrektsson, Irene",7-Nov,756,2576.84,1679.87,8011.77,3483.38
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Engelbrektsson, Irene",7-Oct,2235,7623.12,4969.65,23701.44,10304.97
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Gradin, Bengt",7-Feb,819,2791.55,1819.88,8679.38,3773.64
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Gradin, Bengt",7-Jun,2061,7032.65,4584.69,21865.43,9506.71
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Gradin, Bengt",7-May,1039,3543.15,2309.88,11016.18,4789.64
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Gradin, Bengt",7-Oct,2265,7730.52,5039.62,24035.21,10450.09
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Haverkamp, Jan",7-Jul,582,1986.28,1294.91,6175.75,2685.11
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Haverkamp, Jan",7-Sep,1779,6066.34,3954.68,18861.02,8200.44
GO Northern Europe,Outdoors Shop,Packs,Budget version 2,"Jansen-Velasquez, Belinda",7-Oct,1244,4241.02,2764.81,13186.05,5733.07
