Version,Band,Grade,Subsidiary,Base Salary
Budget Version 1,13,G_60,GO Southern Europe,145000
Budget Version 1,13,G_60,GO Accessories GmbH,145000
Budget Version 1,13,G_60,GO Asia Pacific,145000
Budget Version 1,13,G_61,GO Americas,175000
Budget Version 1,13,G_61,GO Central Europe,175000
Budget Version 1,13,G_61,GO Northern Europe,175000
Budget Version 1,13,G_61,GO Southern Europe,175000
Budget Version 1,13,G_61,GO Accessories GmbH,175000
Budget Version 1,13,G_61,GO Asia Pacific,175000
Budget Version 1,13,G_62,GO Americas,162000
Budget Version 1,13,G_62,GO Central Europe,162000
Budget Version 1,13,G_62,GO Northern Europe,162000
Budget Version 1,13,G_62,GO Southern Europe,162000
Budget Version 1,13,G_62,GO Accessories GmbH,162000
Budget Version 1,13,G_62,GO Asia Pacific,162000
Budget Version 1,13,G_63,GO Americas,180000
Budget Version 1,13,G_63,GO Central Europe,180000
Budget Version 1,13,G_63,GO Northern Europe,180000
Budget Version 1,13,G_63,GO Southern Europe,180000
Budget Version 1,13,G_63,GO Accessories GmbH,180000
Budget Version 1,13,G_63,GO Asia Pacific,180000
Budget Version 1,13,G_64,GO Americas,180000
Budget Version 1,13,G_64,GO Central Europe,180000
Budget Version 1,13,G_64,GO Northern Europe,180000
Budget Version 1,13,G_64,GO Southern Europe,180000
Budget Version 1,13,G_64,GO Accessories GmbH,180000
Budget Version 1,13,G_64,GO Asia Pacific,180000
Budget Version 1,13,G_65,GO Americas,200000
Budget Version 1,13,G_65,GO Central Europe,200000
Budget Version 1,13,G_65,GO Northern Europe,200000
Budget Version 1,13,G_65,GO Southern Europe,200000
Budget Version 1,13,G_65,GO Accessories GmbH,200000
Budget Version 1,13,G_65,GO Asia Pacific,200000
Budget Version 1,13,G_66,GO Americas,250000
Budget Version 1,13,G_66,GO Central Europe,250000
Budget Version 1,13,G_66,GO Northern Europe,250000
Budget Version 1,13,G_66,GO Southern Europe,250000
Budget Version 1,13,G_66,GO Accessories GmbH,250000
Budget Version 1,13,G_66,GO Asia Pacific,250000
Budget Version 1,13,G_67,GO Americas,301500
Budget Version 1,13,G_67,GO Central Europe,301500
Budget Version 1,13,G_67,GO Northern Europe,301500
Budget Version 1,13,G_67,GO Southern Europe,301500
Budget Version 1,13,G_67,GO Accessories GmbH,301500
Budget Version 1,13,G_67,GO Asia Pacific,301500
Budget Version 2,1,G_01,GO Americas,20884.62
Budget Version 2,1,G_01,GO Central Europe,20884.62
Budget Version 2,1,G_01,GO Northern Europe,20884.62
Budget Version 2,1,G_01,GO Southern Europe,20884.62
Budget Version 2,1,G_01,GO Accessories GmbH,20884.62
Budget Version 2,1,G_01,GO Asia Pacific,20884.62
Budget Version 2,1,G_02,GO Americas,21369.23
Budget Version 2,1,G_02,GO Central Europe,21369.23
Budget Version 2,1,G_02,GO Northern Europe,21369.23
Budget Version 2,1,G_02,GO Southern Europe,21369.23
Budget Version 2,1,G_02,GO Accessories GmbH,21369.23
Budget Version 2,1,G_02,GO Asia Pacific,21369.23
Budget Version 2,1,G_03,GO Americas,21438.46
Budget Version 2,1,G_03,GO Central Europe,21438.46
Budget Version 2,1,G_03,GO Northern Europe,21438.46
Budget Version 2,1,G_03,GO Southern Europe,21438.46
Budget Version 2,1,G_03,GO Accessories GmbH,21000
Budget Version 2,1,G_03,GO Asia Pacific,21438.46
Budget Version 2,1,G_04,GO Americas,23000
Budget Version 2,1,G_04,GO Central Europe,23000
Budget Version 2,1,G_04,GO Northern Europe,23000
Budget Version 2,1,G_04,GO Southern Europe,23000
Budget Version 2,1,G_04,GO Accessories GmbH,22000
Budget Version 2,1,G_04,GO Asia Pacific,23000
Budget Version 2,1,G_05,GO Americas,23106
Budget Version 2,1,G_05,GO Central Europe,23106
Budget Version 2,1,G_05,GO Northern Europe,23106
Budget Version 2,1,G_05,GO Southern Europe,23106
Budget Version 2,1,G_05,GO Accessories GmbH,22500
Budget Version 2,1,G_05,GO Asia Pacific,23106
Budget Version 2,1,G_06,GO Americas,23538.46
Budget Version 2,1,G_06,GO Central Europe,23538.46
Budget Version 2,1,G_06,GO Northern Europe,23538.46
Budget Version 2,1,G_06,GO Southern Europe,23538.46
Budget Version 2,1,G_06,GO Accessories GmbH,23000
Budget Version 2,1,G_06,GO Asia Pacific,23538.46
Budget Version 2,1,G_07,GO Americas,23615.38
Budget Version 2,1,G_07,GO Central Europe,23615.38
Budget Version 2,1,G_07,GO Northern Europe,23615.38
Budget Version 2,1,G_07,GO Southern Europe,23615.38
Budget Version 2,1,G_07,GO Accessories GmbH,23500
Budget Version 2,1,G_07,GO Asia Pacific,23615.38
Budget Version 2,1,G_08,GO Americas,25384.62
Budget Version 2,1,G_08,GO Central Europe,25384.62
Budget Version 2,1,G_08,GO Northern Europe,25384.62
Budget Version 2,1,G_08,GO Southern Europe,25384.62
Budget Version 2,1,G_08,GO Accessories GmbH,25000
Budget Version 2,1,G_08,GO Asia Pacific,25384.62
Budget Version 2,1,G_09,GO Americas,25447.69
Budget Version 2,1,G_09,GO Central Europe,25447.69
Budget Version 2,1,G_09,GO Northern Europe,25447.69
Budget Version 2,1,G_09,GO Southern Europe,25447.69
Budget Version 2,1,G_09,GO Accessories GmbH,25000
Budget Version 2,1,G_09,GO Asia Pacific,25447.69
Budget Version 2,1,G_10,GO Americas,27000
Budget Version 2,1,G_10,GO Central Europe,27000
Budget Version 2,1,G_10,GO Northern Europe,27000
Budget Version 2,1,G_10,GO Southern Europe,27000
Budget Version 2,1,G_10,GO Accessories GmbH,26500
Budget Version 2,1,G_10,GO Asia Pacific,27000
Budget Version 2,1,G_11,GO Americas,26884.62
Budget Version 2,1,G_11,GO Central Europe,26884.62
Budget Version 2,1,G_11,GO Northern Europe,26884.62
Budget Version 2,1,G_11,GO Southern Europe,26884.62
Budget Version 2,1,G_11,GO Accessories GmbH,25884.62
Budget Version 2,1,G_11,GO Asia Pacific,26884.62
Budget Version 2,1,G_12,GO Americas,27230.77
Budget Version 2,1,G_12,GO Central Europe,27230.77
Budget Version 2,1,G_12,GO Northern Europe,27230.77
Budget Version 2,1,G_12,GO Southern Europe,27230.77
Budget Version 2,1,G_12,GO Accessories GmbH,26230.77
Budget Version 2,1,G_12,GO Asia Pacific,27230.77
Budget Version 2,1,G_13,GO Americas,27969.23
Budget Version 2,1,G_13,GO Central Europe,27969.23
Budget Version 2,1,G_13,GO Northern Europe,27969.23
Budget Version 2,1,G_13,GO Southern Europe,27969.23
Budget Version 2,1,G_13,GO Accessories GmbH,26969.23
Budget Version 2,1,G_13,GO Asia Pacific,27969.23
Budget Version 2,1,G_14,GO Americas,27484.62
Budget Version 2,1,G_14,GO Central Europe,27484.62
Budget Version 2,1,G_14,GO Northern Europe,27484.62
Budget Version 2,1,G_14,GO Southern Europe,27484.62
Budget Version 2,1,G_14,GO Accessories GmbH,26484.62
Budget Version 2,1,G_14,GO Asia Pacific,27484.62
Budget Version 2,1,G_15,GO Americas,30115.38
Budget Version 2,1,G_15,GO Central Europe,30115.38
Budget Version 2,1,G_15,GO Northern Europe,30115.38
Budget Version 2,1,G_15,GO Southern Europe,30115.38
Budget Version 2,1,G_15,GO Accessories GmbH,29115.38
Budget Version 2,1,G_15,GO Asia Pacific,30115.38
Budget Version 2,1,G_16,GO Americas,29615.38
Budget Version 2,1,G_16,GO Central Europe,29615.38
Budget Version 2,1,G_16,GO Northern Europe,29615.38
Budget Version 2,1,G_16,GO Southern Europe,29615.38
Budget Version 2,1,G_16,GO Accessories GmbH,28615.38
Budget Version 2,1,G_16,GO Asia Pacific,29615.38
Budget Version 2,1,G_17,GO Americas,30000
Budget Version 2,1,G_17,GO Central Europe,30000
Budget Version 2,1,G_17,GO Northern Europe,30000
Budget Version 2,1,G_17,GO Southern Europe,30000
Budget Version 2,1,G_17,GO Accessories GmbH,29000
Budget Version 2,1,G_17,GO Asia Pacific,30000
Budget Version 2,1,G_18,GO Americas,30538.46
Budget Version 2,1,G_18,GO Central Europe,30538.46
Budget Version 2,1,G_18,GO Northern Europe,30538.46
Budget Version 2,1,G_18,GO Southern Europe,30538.46
Budget Version 2,1,G_18,GO Accessories GmbH,29538.46
Budget Version 2,1,G_18,GO Asia Pacific,30538.46
Budget Version 2,1,G_19,GO Americas,32192.31
Budget Version 2,1,G_19,GO Central Europe,32192.31
Budget Version 2,1,G_19,GO Northern Europe,32192.31
Budget Version 2,1,G_19,GO Southern Europe,32192.31
Budget Version 2,1,G_19,GO Accessories GmbH,31192.31
Budget Version 2,1,G_19,GO Asia Pacific,32192.31
Budget Version 2,1,G_20,GO Americas,33230.77
Budget Version 2,1,G_20,GO Central Europe,33230.77
Budget Version 2,1,G_20,GO Northern Europe,33230.77
Budget Version 2,1,G_20,GO Southern Europe,33230.77
Budget Version 2,1,G_20,GO Accessories GmbH,32230.77
Budget Version 2,1,G_20,GO Asia Pacific,33230.77
Budget Version 2,1,G_21,GO Americas,33461.54
Budget Version 2,1,G_21,GO Central Europe,33461.54
Budget Version 2,1,G_21,GO Northern Europe,33461.54
Budget Version 2,1,G_21,GO Southern Europe,33461.54
Budget Version 2,1,G_21,GO Accessories GmbH,32461.54
Budget Version 2,1,G_21,GO Asia Pacific,33461.54
Budget Version 2,1,G_22,GO Americas,34269.23
Budget Version 2,1,G_22,GO Central Europe,34269.23
Budget Version 2,1,G_22,GO Northern Europe,34269.23
Budget Version 2,1,G_22,GO Southern Europe,34269.23
Budget Version 2,1,G_22,GO Accessories GmbH,33269.23
Budget Version 2,1,G_22,GO Asia Pacific,34269.23
Budget Version 2,1,G_23,GO Americas,35461.54
Budget Version 2,1,G_23,GO Central Europe,35461.54
Budget Version 2,1,G_23,GO Northern Europe,35461.54
Budget Version 2,1,G_23,GO Southern Europe,35461.54
Budget Version 2,1,G_23,GO Accessories GmbH,34461.54
Budget Version 2,1,G_23,GO Asia Pacific,35461.54
Budget Version 2,1,G_24,GO Americas,36615.38
Budget Version 2,1,G_24,GO Central Europe,36615.38
Budget Version 2,1,G_24,GO Northern Europe,36615.38
Budget Version 2,1,G_24,GO Southern Europe,36615.38
Budget Version 2,1,G_24,GO Accessories GmbH,35615.38
Budget Version 2,1,G_24,GO Asia Pacific,36615.38
Budget Version 2,1,G_25,GO Americas,36115.38
Budget Version 2,1,G_25,GO Central Europe,36115.38
Budget Version 2,1,G_25,GO Northern Europe,36115.38
Budget Version 2,1,G_25,GO Southern Europe,36115.38
Budget Version 2,1,G_25,GO Accessories GmbH,35115.38
Budget Version 2,1,G_25,GO Asia Pacific,36115.38
Budget Version 2,1,G_26,GO Americas,36807.69
Budget Version 2,1,G_26,GO Central Europe,36807.69
Budget Version 2,1,G_26,GO Northern Europe,36807.69
Budget Version 2,1,G_26,GO Southern Europe,36807.69
Budget Version 2,1,G_26,GO Accessories GmbH,35807.69
Budget Version 2,1,G_26,GO Asia Pacific,36807.69
Budget Version 2,1,G_27,GO Americas,38076.92
Budget Version 2,1,G_27,GO Central Europe,38076.92
Budget Version 2,1,G_27,GO Northern Europe,38076.92
Budget Version 2,1,G_27,GO Southern Europe,38076.92
Budget Version 2,1,G_27,GO Accessories GmbH,37076.92
Budget Version 2,1,G_27,GO Asia Pacific,38076.92
Budget Version 2,1,G_28,GO Americas,39000
Budget Version 2,1,G_28,GO Central Europe,39000
Budget Version 2,1,G_28,GO Northern Europe,39000
Budget Version 2,1,G_28,GO Southern Europe,39000
Budget Version 2,1,G_28,GO Accessories GmbH,38000
Budget Version 2,1,G_28,GO Asia Pacific,39000
Budget Version 2,1,G_29,GO Americas,39769.23
Budget Version 2,1,G_29,GO Central Europe,39769.23
Budget Version 2,1,G_29,GO Northern Europe,39769.23
Budget Version 2,1,G_29,GO Southern Europe,39769.23
Budget Version 2,1,G_29,GO Accessories GmbH,38769.23
Budget Version 2,1,G_29,GO Asia Pacific,39769.23
Budget Version 2,1,G_30,GO Americas,40538.46
Budget Version 2,1,G_30,GO Central Europe,40538.46
Budget Version 2,1,G_30,GO Northern Europe,40538.46
Budget Version 2,1,G_30,GO Southern Europe,40538.46
Budget Version 2,1,G_30,GO Accessories GmbH,39538.46
Budget Version 2,1,G_30,GO Asia Pacific,40538.46
Budget Version 2,1,G_31,GO Americas,43153.85
Budget Version 2,1,G_31,GO Central Europe,43153.85
Budget Version 2,1,G_31,GO Northern Europe,43153.85
Budget Version 2,1,G_31,GO Southern Europe,43153.85
Budget Version 2,1,G_31,GO Accessories GmbH,42153.85
Budget Version 2,1,G_31,GO Asia Pacific,43153.85
Budget Version 2,1,G_32,GO Americas,44653.85
Budget Version 2,1,G_32,GO Central Europe,44653.85
Budget Version 2,1,G_32,GO Northern Europe,44653.85
Budget Version 2,1,G_32,GO Southern Europe,44653.85
Budget Version 2,1,G_32,GO Accessories GmbH,43653.85
Budget Version 2,1,G_32,GO Asia Pacific,44653.85
Budget Version 2,1,G_33,GO Americas,45692.31
Budget Version 2,1,G_33,GO Central Europe,45692.31
Budget Version 2,1,G_33,GO Northern Europe,45692.31
Budget Version 2,1,G_33,GO Southern Europe,45692.31
Budget Version 2,1,G_33,GO Accessories GmbH,44692.31
Budget Version 2,1,G_33,GO Asia Pacific,45692.31
Budget Version 2,1,G_34,GO Americas,42953.85
Budget Version 2,1,G_34,GO Central Europe,42953.85
Budget Version 2,1,G_34,GO Northern Europe,42953.85
Budget Version 2,1,G_34,GO Southern Europe,42953.85
Budget Version 2,1,G_34,GO Accessories GmbH,41953.85
Budget Version 2,1,G_34,GO Asia Pacific,42953.85
Budget Version 2,1,G_35,GO Americas,47538.46
Budget Version 2,1,G_35,GO Central Europe,47538.46
Budget Version 2,1,G_35,GO Northern Europe,47538.46
Budget Version 2,1,G_35,GO Southern Europe,47538.46
Budget Version 2,1,G_35,GO Accessories GmbH,46538.46
Budget Version 2,1,G_35,GO Asia Pacific,47538.46
Budget Version 2,1,G_36,GO Americas,47423.08
Budget Version 2,1,G_36,GO Central Europe,47423.08
Budget Version 2,1,G_36,GO Northern Europe,47423.08
Budget Version 2,1,G_36,GO Southern Europe,47423.08
Budget Version 2,1,G_36,GO Accessories GmbH,46423.08
Budget Version 2,1,G_36,GO Asia Pacific,47423.08
Budget Version 2,1,G_37,GO Americas,47769.23
Budget Version 2,1,G_37,GO Central Europe,47769.23
Budget Version 2,1,G_37,GO Northern Europe,47769.23
Budget Version 2,1,G_37,GO Southern Europe,47769.23
Budget Version 2,1,G_37,GO Accessories GmbH,46769.23
Budget Version 2,1,G_37,GO Asia Pacific,47769.23
Budget Version 2,1,G_38,GO Americas,48115.38
Budget Version 2,1,G_38,GO Central Europe,48115.38
Budget Version 2,1,G_38,GO Northern Europe,48115.38
Budget Version 2,1,G_38,GO Southern Europe,48115.38
Budget Version 2,1,G_38,GO Accessories GmbH,47115.38
Budget Version 2,1,G_38,GO Asia Pacific,48115.38
Budget Version 2,1,G_39,GO Americas,49153.85
Budget Version 2,1,G_39,GO Central Europe,49153.85
Budget Version 2,1,G_39,GO Northern Europe,49153.85
Budget Version 2,1,G_39,GO Southern Europe,49153.85
Budget Version 2,1,G_39,GO Accessories GmbH,48153.85
Budget Version 2,1,G_39,GO Asia Pacific,49153.85
Budget Version 2,1,G_40,GO Americas,49615.38
Budget Version 2,1,G_40,GO Central Europe,49615.38
Budget Version 2,1,G_40,GO Northern Europe,49615.38
Budget Version 2,1,G_40,GO Southern Europe,49615.38
Budget Version 2,1,G_40,GO Accessories GmbH,48615.38
Budget Version 2,1,G_40,GO Asia Pacific,49615.38
Budget Version 2,1,G_41,GO Americas,50769.23
Budget Version 2,1,G_41,GO Central Europe,50769.23
Budget Version 2,1,G_41,GO Northern Europe,50769.23
Budget Version 2,1,G_41,GO Southern Europe,50769.23
Budget Version 2,1,G_41,GO Accessories GmbH,49769.23
Budget Version 2,1,G_41,GO Asia Pacific,50769.23
Budget Version 2,1,G_42,GO Americas,52230.77
Budget Version 2,1,G_42,GO Central Europe,52230.77
Budget Version 2,1,G_42,GO Northern Europe,52230.77
Budget Version 2,1,G_42,GO Southern Europe,52230.77
Budget Version 2,1,G_42,GO Accessories GmbH,51230.77
Budget Version 2,1,G_42,GO Asia Pacific,52230.77
Budget Version 2,1,G_43,GO Americas,52615.38
Budget Version 2,1,G_43,GO Central Europe,52615.38
Budget Version 2,1,G_43,GO Northern Europe,52615.38
Budget Version 2,1,G_43,GO Southern Europe,52615.38
Budget Version 2,1,G_43,GO Accessories GmbH,51615.38
Budget Version 2,1,G_43,GO Asia Pacific,52615.38
Budget Version 2,1,G_44,GO Americas,53000
Budget Version 2,1,G_44,GO Central Europe,53000
Budget Version 2,1,G_44,GO Northern Europe,53000
Budget Version 2,1,G_44,GO Southern Europe,53000
Budget Version 2,1,G_44,GO Accessories GmbH,52000
Budget Version 2,1,G_44,GO Asia Pacific,53000
Budget Version 2,1,G_45,GO Americas,54153.85
Budget Version 2,1,G_45,GO Central Europe,54153.85
Budget Version 2,1,G_45,GO Northern Europe,54153.85
Budget Version 2,1,G_45,GO Southern Europe,54153.85
Budget Version 2,1,G_45,GO Accessories GmbH,53153.85
Budget Version 2,1,G_45,GO Asia Pacific,54153.85
Budget Version 2,1,G_46,GO Americas,56769.23
Budget Version 2,1,G_46,GO Central Europe,56769.23
Budget Version 2,1,G_46,GO Northern Europe,56769.23
Budget Version 2,1,G_46,GO Southern Europe,56769.23
Budget Version 2,1,G_46,GO Accessories GmbH,55769.23
Budget Version 2,1,G_46,GO Asia Pacific,56769.23
Budget Version 2,1,G_47,GO Americas,58176.92
Budget Version 2,1,G_47,GO Central Europe,58176.92
Budget Version 2,1,G_47,GO Northern Europe,58176.92
Budget Version 2,1,G_47,GO Southern Europe,58176.92
Budget Version 2,1,G_47,GO Accessories GmbH,57176.92
Budget Version 2,1,G_47,GO Asia Pacific,58176.92
Budget Version 2,1,G_48,GO Americas,60461.54
Budget Version 2,1,G_48,GO Central Europe,60461.54
Budget Version 2,1,G_48,GO Northern Europe,60461.54
Budget Version 2,1,G_48,GO Southern Europe,60461.54
Budget Version 2,1,G_48,GO Accessories GmbH,59461.54
Budget Version 2,1,G_48,GO Asia Pacific,60461.54
Budget Version 2,1,G_49,GO Americas,63076.92
Budget Version 2,1,G_49,GO Central Europe,63076.92
Budget Version 2,1,G_49,GO Northern Europe,63076.92
Budget Version 2,1,G_49,GO Southern Europe,63076.92
Budget Version 2,1,G_49,GO Accessories GmbH,62076.92
Budget Version 2,1,G_49,GO Asia Pacific,63076.92
Budget Version 2,1,G_50,GO Americas,64076.92
Budget Version 2,1,G_50,GO Central Europe,64076.92
Budget Version 2,1,G_50,GO Northern Europe,64076.92
Budget Version 2,1,G_50,GO Southern Europe,64076.92
Budget Version 2,1,G_50,GO Accessories GmbH,63076.92
Budget Version 2,1,G_50,GO Asia Pacific,64076.92
Budget Version 2,1,G_51,GO Americas,66615.38
Budget Version 2,1,G_51,GO Central Europe,66615.38
Budget Version 2,1,G_51,GO Northern Europe,66615.38
Budget Version 2,1,G_51,GO Southern Europe,66615.38
Budget Version 2,1,G_51,GO Accessories GmbH,65615.38
Budget Version 2,1,G_51,GO Asia Pacific,66615.38
Budget Version 2,1,G_52,GO Americas,69692.31
Budget Version 2,1,G_52,GO Central Europe,69692.31
Budget Version 2,1,G_52,GO Northern Europe,69692.31
Budget Version 2,1,G_52,GO Southern Europe,69692.31
Budget Version 2,1,G_52,GO Accessories GmbH,68692.31
Budget Version 2,1,G_52,GO Asia Pacific,69692.31
Budget Version 2,1,G_53,GO Americas,76769.23
Budget Version 2,1,G_53,GO Central Europe,76769.23
Budget Version 2,1,G_53,GO Northern Europe,76769.23
Budget Version 2,1,G_53,GO Southern Europe,76769.23
Budget Version 2,1,G_53,GO Accessories GmbH,75769.23
Budget Version 2,1,G_53,GO Asia Pacific,76769.23
Budget Version 2,1,G_54,GO Americas,75807.69
Budget Version 2,1,G_54,GO Central Europe,75807.69
Budget Version 2,1,G_54,GO Northern Europe,75807.69
Budget Version 2,1,G_54,GO Southern Europe,75807.69
Budget Version 2,1,G_54,GO Accessories GmbH,74807.69
Budget Version 2,1,G_54,GO Asia Pacific,75807.69
Budget Version 2,1,G_55,GO Americas,78576.92
Budget Version 2,1,G_55,GO Central Europe,78576.92
Budget Version 2,1,G_55,GO Northern Europe,78576.92
Budget Version 2,1,G_55,GO Southern Europe,78576.92
Budget Version 2,1,G_55,GO Accessories GmbH,77576.92
Budget Version 2,1,G_55,GO Asia Pacific,78576.92
Budget Version 2,1,G_56,GO Americas,83884.62
Budget Version 2,1,G_56,GO Central Europe,83884.62
Budget Version 2,1,G_56,GO Northern Europe,83884.62
Budget Version 2,1,G_56,GO Southern Europe,83884.62
Budget Version 2,1,G_56,GO Accessories GmbH,82884.62
Budget Version 2,1,G_56,GO Asia Pacific,83884.62
Budget Version 2,1,G_57,GO Americas,84230.77
Budget Version 2,1,G_57,GO Central Europe,84230.77
Budget Version 2,1,G_57,GO Northern Europe,84230.77
Budget Version 2,1,G_57,GO Southern Europe,84230.77
Budget Version 2,1,G_57,GO Accessories GmbH,83230.77
Budget Version 2,1,G_57,GO Asia Pacific,84230.77
Budget Version 2,1,G_58,GO Americas,87307.69
Budget Version 2,1,G_58,GO Central Europe,87307.69
Budget Version 2,1,G_58,GO Northern Europe,87307.69
Budget Version 2,1,G_58,GO Southern Europe,87307.69
Budget Version 2,1,G_58,GO Accessories GmbH,86307.69
Budget Version 2,1,G_58,GO Asia Pacific,87307.69
Budget Version 2,1,G_59,GO Americas,86884.62
Budget Version 2,1,G_59,GO Central Europe,86884.62
Budget Version 2,1,G_59,GO Northern Europe,86884.62
Budget Version 2,1,G_59,GO Southern Europe,86884.62
Budget Version 2,1,G_59,GO Accessories GmbH,85884.62
Budget Version 2,1,G_59,GO Asia Pacific,86884.62
Budget Version 2,1,G_60,GO Americas,92384.62
Budget Version 2,1,G_60,GO Central Europe,92384.62
Budget Version 2,1,G_60,GO Northern Europe,92384.62
Budget Version 2,1,G_60,GO Southern Europe,92384.62
Budget Version 2,1,G_60,GO Accessories GmbH,91384.62
Budget Version 2,1,G_60,GO Asia Pacific,92384.62
Budget Version 2,1,G_61,GO Americas,96538.46
Budget Version 2,1,G_61,GO Central Europe,96538.46
Budget Version 2,1,G_61,GO Northern Europe,96538.46
Budget Version 2,1,G_61,GO Southern Europe,96538.46
Budget Version 2,1,G_61,GO Accessories GmbH,95538.46
Budget Version 2,1,G_61,GO Asia Pacific,96538.46
Budget Version 2,1,G_62,GO Americas,123230.77
Budget Version 2,1,G_62,GO Central Europe,123230.77
Budget Version 2,1,G_62,GO Northern Europe,123230.77
Budget Version 2,1,G_62,GO Southern Europe,123230.77
Budget Version 2,1,G_62,GO Accessories GmbH,122230.77
Budget Version 2,1,G_62,GO Asia Pacific,123230.77
Budget Version 2,1,G_63,GO Americas,135692.31
Budget Version 2,1,G_63,GO Central Europe,135692.31
Budget Version 2,1,G_63,GO Northern Europe,135692.31
Budget Version 2,1,G_63,GO Southern Europe,135692.31
Budget Version 2,1,G_63,GO Accessories GmbH,134692.31
Budget Version 2,1,G_63,GO Asia Pacific,135692.31
Budget Version 2,1,G_64,GO Americas,152307.69
Budget Version 2,1,G_64,GO Central Europe,152307.69
Budget Version 2,1,G_64,GO Northern Europe,152307.69
Budget Version 2,1,G_64,GO Southern Europe,152307.69
Budget Version 2,1,G_64,GO Accessories GmbH,151307.69
Budget Version 2,1,G_64,GO Asia Pacific,152307.69
Budget Version 2,1,G_65,GO Americas,167692.31
Budget Version 2,1,G_65,GO Central Europe,167692.31
Budget Version 2,1,G_65,GO Northern Europe,167692.31
Budget Version 2,1,G_65,GO Southern Europe,167692.31
Budget Version 2,1,G_65,GO Accessories GmbH,166692.31
Budget Version 2,1,G_65,GO Asia Pacific,167692.31
Budget Version 2,1,G_66,GO Americas,212153.85
Budget Version 2,1,G_66,GO Central Europe,212153.85
Budget Version 2,1,G_66,GO Northern Europe,212153.85
Budget Version 2,1,G_66,GO Southern Europe,212153.85
Budget Version 2,1,G_66,GO Accessories GmbH,211153.85
Budget Version 2,1,G_66,GO Asia Pacific,212153.85
Budget Version 2,1,G_67,GO Americas,246576.92
Budget Version 2,1,G_67,GO Central Europe,246576.92
Budget Version 2,1,G_67,GO Northern Europe,246576.92
Budget Version 2,1,G_67,GO Southern Europe,246576.92
Budget Version 2,1,G_67,GO Accessories GmbH,245576.92
Budget Version 2,1,G_67,GO Asia Pacific,246576.92
Budget Version 2,2,G_01,GO Americas,21769.23
Budget Version 2,2,G_01,GO Central Europe,21769.23
Budget Version 2,2,G_01,GO Northern Europe,21769.23
Budget Version 2,2,G_01,GO Southern Europe,21769.23
Budget Version 2,2,G_01,GO Accessories GmbH,21769.23
Budget Version 2,2,G_01,GO Asia Pacific,21769.23
Budget Version 2,2,G_02,GO Americas,22738.46
Budget Version 2,2,G_02,GO Central Europe,22738.46
Budget Version 2,2,G_02,GO Northern Europe,22738.46
Budget Version 2,2,G_02,GO Southern Europe,22738.46
Budget Version 2,2,G_02,GO Accessories GmbH,22738.46
Budget Version 2,2,G_02,GO Asia Pacific,22738.46
Budget Version 2,2,G_03,GO Americas,22876.92
Budget Version 2,2,G_03,GO Central Europe,22876.92
Budget Version 2,2,G_03,GO Northern Europe,22876.92
Budget Version 2,2,G_03,GO Southern Europe,22876.92
Budget Version 2,2,G_03,GO Accessories GmbH,22876.92
Budget Version 2,2,G_03,GO Asia Pacific,22876.92
Budget Version 2,2,G_04,GO Americas,24000
Budget Version 2,2,G_04,GO Central Europe,24000
Budget Version 2,2,G_04,GO Northern Europe,24000
Budget Version 2,2,G_04,GO Southern Europe,24000
Budget Version 2,2,G_04,GO Accessories GmbH,24000
Budget Version 2,2,G_04,GO Asia Pacific,24000
Budget Version 2,2,G_05,GO Americas,24212
Budget Version 2,2,G_05,GO Central Europe,24212
Budget Version 2,2,G_05,GO Northern Europe,24212
Budget Version 2,2,G_05,GO Southern Europe,24212
Budget Version 2,2,G_05,GO Accessories GmbH,24212
Budget Version 2,2,G_05,GO Asia Pacific,24212
Budget Version 2,2,G_06,GO Americas,25076.92
Budget Version 2,2,G_06,GO Central Europe,25076.92
Budget Version 2,2,G_06,GO Northern Europe,25076.92
Budget Version 2,2,G_06,GO Southern Europe,25076.92
Budget Version 2,2,G_06,GO Accessories GmbH,25076.92
Budget Version 2,2,G_06,GO Asia Pacific,25076.92
Budget Version 2,2,G_07,GO Americas,25230.77
Budget Version 2,2,G_07,GO Central Europe,25230.77
Budget Version 2,2,G_07,GO Northern Europe,25230.77
Budget Version 2,2,G_07,GO Southern Europe,25230.77
Budget Version 2,2,G_07,GO Accessories GmbH,25230.77
Budget Version 2,2,G_07,GO Asia Pacific,25230.77
Budget Version 2,2,G_08,GO Americas,27769.23
Budget Version 2,2,G_08,GO Central Europe,27769.23
Budget Version 2,2,G_08,GO Northern Europe,27769.23
Budget Version 2,2,G_08,GO Southern Europe,27769.23
Budget Version 2,2,G_08,GO Accessories GmbH,27769.23
Budget Version 2,2,G_08,GO Asia Pacific,27769.23
Budget Version 2,2,G_09,GO Americas,26695.38
Budget Version 2,2,G_09,GO Central Europe,26695.38
Budget Version 2,2,G_09,GO Northern Europe,26695.38
Budget Version 2,2,G_09,GO Southern Europe,26695.38
Budget Version 2,2,G_09,GO Accessories GmbH,26695.38
Budget Version 2,2,G_09,GO Asia Pacific,26695.38
Budget Version 2,2,G_10,GO Americas,29250
Budget Version 2,2,G_10,GO Central Europe,29250
Budget Version 2,2,G_10,GO Northern Europe,29250
Budget Version 2,2,G_10,GO Southern Europe,29250
Budget Version 2,2,G_10,GO Accessories GmbH,29250
Budget Version 2,2,G_10,GO Asia Pacific,29250
Budget Version 2,2,G_11,GO Americas,28769.23
Budget Version 2,2,G_11,GO Central Europe,28769.23
